Date,PeerFlow5,OwnFlow5,Forward5,ExitDate5,PeerFlow20,OwnFlow20,Forward20,ExitDate20,PeerFlow60,OwnFlow60,Forward60,ExitDate60,rate_us_real_10y_level,rate_us_real_10y_change_20d,currency_usdcnh_return_20d,price_return_20d
2016-07-26,0.014577267345,0.030924297320,0.026483050847,2016-08-03,0.387683051014,0.368252301435,0.009887005650,2016-08-24,0.438677414391,0.743948607278,-0.019067796610,2016-10-28,0.080000000000,-0.040000000000,0.001059103991,0.006034788782
2016-07-27,0.006395910029,0.018965639319,0.008005569092,2016-08-04,0.385123521951,0.370808839538,-0.013226592412,2016-08-25,0.435675513744,0.757000253868,-0.029933867038,2016-10-31,0.070000000000,-0.020000000000,-0.000888398326,0.002120141343
2016-07-28,0.027182617622,0.022707725224,0.010797631487,2016-08-05,0.404460286008,0.361184865459,-0.013932427726,2016-08-26,0.478821730219,0.750455359422,-0.027168234065,2016-11-01,0.030000000000,-0.070000000000,0.002572247233,0.020581973031
2016-07-29,0.036776482665,0.025027335412,-0.004165220410,2016-08-08,0.258052165342,0.362904537804,-0.017702186741,2016-08-29,0.538681014619,0.774222552523,-0.021867407150,2016-11-02,0.000000000000,-0.090000000000,-0.001171871486,0.000349895031
2016-08-01,0.036776482665,0.029798468109,-0.008668515950,2016-08-09,0.132774361038,0.345518473286,-0.014909847434,2016-08-30,0.553426412256,0.796829898702,-0.017683772538,2016-11-03,-0.030000000000,-0.060000000000,-0.007338457726,-0.007588823732
2016-08-02,0.035121346914,0.031379006422,-0.010663914689,2016-08-10,0.096381522028,0.299818680254,-0.026831785346,2016-08-31,0.542341057993,0.812215093210,-0.026831785346,2016-11-04,0.050000000000,0.020000000000,-0.004204022437,0.001730103806
2016-08-03,0.031776311713,0.031021064544,-0.008287292818,2016-08-11,0.092530334528,0.275885084393,-0.026588397790,2016-09-01,0.508829390357,0.773273615079,-0.031077348066,2016-11-07,0.110000000000,0.140000000000,-0.008469674619,-0.011876484561
2016-08-04,0.010896643263,0.027960005131,-0.012405237767,2016-08-12,0.050129393127,0.246255651251,-0.027567195038,2016-09-02,0.541054058736,0.775543211677,-0.042729152309,2016-11-08,0.090000000000,0.140000000000,-0.007737848099,-0.018732970027
2016-08-05,0.001542258658,0.020618176333,-0.001742767515,2016-08-15,0.056966176739,0.233033154292,-0.009062391077,2016-09-05,0.544719746844,0.789272927201,-0.028929940746,2016-11-09,0.040000000000,0.070000000000,-0.007973077339,0.000685871056
2016-08-08,0.001542258658,0.014400813121,0.003147953830,2016-08-16,0.051830283895,0.221551032262,-0.003147953830,2016-09-06,0.537405727119,0.761368650120,-0.020986358867,2016-11-10,0.090000000000,0.150000000000,-0.005181219571,-0.028891910265
2016-08-09,0.003084517317,0.011526394908,-0.002086230876,2016-08-17,0.055159017499,0.138136210749,0.004520166898,2016-09-07,0.539773153230,0.739317689051,-0.033727399166,2016-11-11,0.080000000000,0.070000000000,-0.005693621146,-0.021925316889
2016-08-10,-0.001539883759,0.012703700494,0.003133704735,2016-08-18,0.050210587523,0.133001482914,0.004178272981,2016-09-08,0.517080421994,0.637032720179,-0.068593314763,2016-11-14,0.060000000000,-0.010000000000,-0.005195065062,0.001383125864
2016-08-11,0.012319070074,0.014799731632,0.002093510119,2016-08-19,0.064787854869,0.128556126389,0.002791346825,2016-09-09,0.523876158149,0.514914405183,-0.053733426378,2016-11-15,0.060000000000,0.030000000000,-0.006757630650,-0.000348189415
2016-08-12,0.012319070074,0.017543542541,-0.001745810056,2016-08-22,0.066515285808,0.129200948182,-0.003142458101,2016-09-12,0.485985899628,0.497346442575,-0.052025139665,2016-11-16,0.100000000000,0.020000000000,-0.007672042051,-0.001739130435
2016-08-15,0.015398837593,0.020299487763,-0.002440725244,2016-08-23,0.062862703021,0.109185799904,-0.004532775453,2016-09-13,0.483798742723,0.492032030199,-0.050906555091,2016-11-17,0.070000000000,-0.040000000000,-0.008686162109,-0.000349040140
2016-08-16,0.015375161631,0.022657601506,-0.003484320557,2016-08-24,0.069646943984,0.099898306090,-0.012195121951,2016-09-14,0.443813178701,0.493408068209,-0.059233449477,2016-11-18,0.100000000000,0.000000000000,-0.009196032739,0.001742160279
2016-08-17,-0.007711293292,0.019674808428,-0.015966678237,2016-08-25,0.028781595129,0.084853675176,-0.019090593544,2016-09-19,0.425343690255,0.492160978958,-0.064213814648,2016-11-21,0.130000000000,0.010000000000,-0.012243043218,0.001049685094
2016-08-18,-0.038028616788,0.013795575325,-0.014275766017,2016-08-26,0.011192842550,0.081579605435,-0.015320334262,2016-09-20,0.416666977798,0.492443525664,-0.052924791086,2016-11-22,0.090000000000,-0.040000000000,-0.006363384521,0.016254416961
2016-08-19,-0.068451510218,0.005877638537,-0.010143406786,2016-08-29,-0.020786707593,0.070771742915,-0.009793634138,2016-09-21,0.365745142540,0.484374349477,-0.050367261280,2016-11-23,0.060000000000,0.010000000000,-0.006727552112,0.011603375527
2016-08-22,-0.078859609170,-0.001170330408,-0.006990562740,2016-08-30,-0.028781595129,0.064586447158,-0.000349528137,2016-09-22,0.325043866379,0.481090353203,-0.061167423978,2016-11-24,0.100000000000,0.040000000000,-0.004102445156,0.008833922261
2016-08-23,-0.087825604596,-0.007514767814,-0.010839160839,2016-08-31,-0.038314196634,0.058887474607,0.002097902098,2016-09-23,0.317009413358,0.482759261467,-0.066083916084,2016-11-25,0.080000000000,0.000000000000,-0.003726494448,0.009174311927
2016-08-24,-0.071495218887,-0.010618823600,-0.005643738977,2016-09-01,-0.050842098741,0.053356231015,0.011992945326,2016-09-26,0.269983184512,0.479174217291,-0.052204585538,2016-11-28,0.070000000000,0.000000000000,-0.003368137420,0.008815232722
2016-08-25,-0.071157532763,-0.012700657427,-0.003179088661,2016-09-02,-0.085616482781,0.044132949276,0.013776050865,2016-09-27,0.264858071245,0.477202850574,-0.053338043094,2016-11-29,0.080000000000,0.050000000000,0.000167895149,-0.013560500695
2016-08-26,-0.045721775377,-0.011426885592,0.004593639576,2016-09-05,-0.098704554136,0.032690661160,0.003886925795,2016-09-28,0.258398118287,0.477379211416,-0.058657243816,2016-11-30,0.090000000000,0.090000000000,0.001102686456,-0.006295907660
2016-08-29,-0.011524537111,-0.010935882401,0.003167898627,2016-09-06,-0.074028415602,0.022476035432,-0.000351988736,2016-09-29,0.298443121715,0.471418920594,-0.076029567054,2016-12-01,0.150000000000,0.180000000000,0.009676438889,-0.016336461592
2016-08-30,0.006640109916,-0.010835316762,0.021208907741,2016-09-07,-0.064774863651,0.015547230341,0.003181336161,2016-09-30,0.300171741118,0.461882535978,-0.065747613998,2016-12-02,0.110000000000,0.060000000000,0.006469570451,-0.020379965458
2016-08-31,0.056913322683,-0.010340130071,0.023057821923,2016-09-08,-0.027717907668,0.011099022537,-0.031926214970,2016-10-10,0.353773837746,0.447901012153,-0.063497694218,2016-12-05,0.110000000000,0.000000000000,0.008958045057,-0.030563186813
2016-09-01,0.132788635109,-0.008401005180,0.018426647768,2016-09-09,0.024638140149,0.007199869442,-0.032955350815,2016-10-11,0.451571008996,0.447669435983,-0.067328136074,2016-12-06,0.110000000000,0.020000000000,0.007126891787,-0.022908712253
2016-09-02,0.162559983208,-0.009588689864,0.004220893422,2016-09-12,0.046196512779,0.002126490005,-0.040801969750,2016-10-12,0.491875634516,0.450267121306,-0.077383046078,2016-12-07,0.120000000000,0.080000000000,0.005814434541,-0.033241946539
2016-09-05,0.146569035404,-0.006054913325,0.001754385965,2016-09-13,0.060055466613,0.001857469469,-0.043508771930,2016-10-13,0.518306512503,0.457991448767,-0.074385964912,2016-12-08,0.130000000000,0.040000000000,0.004774687406,-0.002100105005
2016-09-06,0.120382651925,-0.003959279601,-0.018691588785,2016-09-14,0.044587968731,0.000000000000,-0.054690204223,2016-10-14,0.488606842395,0.449105015691,-0.085496711665,2016-12-09,0.130000000000,0.050000000000,0.003611510640,-0.001050788091
2016-09-07,0.074437796662,-0.001058042072,-0.020110957004,2016-09-19,0.046267759751,-0.002640913883,-0.056171983356,2016-10-17,0.486415780321,0.430481336087,-0.084604715673,2016-12-12,0.060000000000,0.000000000000,0.001913854052,-0.001726519337
2016-09-08,-0.007514280891,0.000397133438,-0.016005567154,2016-09-20,0.004563434015,-0.007094867310,-0.047668754349,2016-10-18,0.409906354901,0.427454073715,-0.083507306889,2016-12-13,0.030000000000,-0.030000000000,0.004215090022,0.006269592476
2016-09-09,-0.052987956524,-0.000795741615,-0.008406304729,2016-09-21,-0.021296025401,-0.015934931145,-0.038879159370,2016-10-19,0.376551402476,0.418554523929,-0.076707530648,2016-12-14,0.090000000000,-0.010000000000,0.005656062616,0.000696864111
2016-09-12,0.031958179333,-0.004237772966,0.001751313485,2016-09-22,0.077343078224,-0.022236277746,-0.034325744308,2016-10-20,0.519897675009,0.399654811420,-0.081611208406,2016-12-15,0.170000000000,0.100000000000,0.006389094503,-0.004189944134
2016-09-13,0.050044181162,-0.006360028493,0.010934744268,2016-09-23,0.080254431786,-0.028374726747,-0.028571428571,2016-10-21,0.539491108827,0.393597188400,-0.081834215168,2016-12-16,0.170000000000,0.070000000000,0.005641788193,-0.006260869565
2016-09-14,0.112028356932,-0.011121208462,0.015215852795,2016-09-26,0.172521071662,-0.032762955742,-0.024769992923,2016-10-24,0.645724727839,0.393200247112,-0.075017692852,2016-12-19,0.240000000000,0.110000000000,0.009178255754,-0.006291506466
2016-09-19,0.149909221638,-0.011379972519,0.014851485149,2016-09-27,0.200822370242,-0.031751643569,-0.023338048091,2016-10-25,0.663891808276,0.398529726686,-0.076379066478,2016-12-20,0.210000000000,0.120000000000,0.004775033889,-0.017385257302
2016-09-20,0.183400778883,-0.006503731815,0.003532320735,2016-09-28,0.243305161825,-0.028047810089,-0.016601907453,2016-10-26,0.675616692794,0.405095721228,-0.088308018368,2016-12-21,0.200000000000,0.140000000000,0.005135628232,-0.015988877303
2016-09-21,0.081644182453,-0.003590838096,-0.006993006993,2016-09-29,0.265064353564,-0.024605735402,-0.031468531469,2016-10-27,0.706039598904,0.410381059521,-0.094755244755,2016-12-22,0.200000000000,0.100000000000,0.004066753967,-0.005954465849
2016-09-22,0.093916500288,-0.002800322597,-0.009769713887,2016-09-30,0.295484891260,-0.023759369285,-0.030704815073,2016-10-28,0.728844135906,0.414402050562,-0.098394975576,2016-12-23,0.150000000000,0.070000000000,0.000924601453,-0.000349650350
2016-09-23,0.035790047627,-0.002409917292,-0.048797490415,2016-10-10,0.308001510993,-0.024737779537,-0.028581387243,2016-10-31,0.719630809588,0.408229915088,-0.098640641338,2016-12-26,0.080000000000,0.010000000000,0.003657391761,0.000349528137
2016-09-26,0.034237570994,-0.002409272164,-0.049128919861,2016-10-11,0.337078842968,-0.021658841480,-0.026829268293,2016-11-01,0.717097155733,0.390475167048,-0.096864111498,2016-12-27,0.050000000000,-0.030000000000,0.001204295596,0.009164610504
2016-09-27,0.036774379115,-0.008149484525,-0.040126715945,2016-10-12,0.350787332185,-0.024825512115,-0.008095740936,2016-11-02,0.531626265442,0.372517903044,-0.085533262936,2016-12-28,0.050000000000,-0.040000000000,0.002292921037,0.005983808518
2016-09-28,0.023425309485,-0.013080381883,-0.040140845070,2016-10-13,0.309793643012,-0.026720595761,-0.002464788732,2016-11-03,0.373864648186,0.338999256809,-0.080281690141,2016-12-29,0.040000000000,-0.110000000000,-0.001477518635,0.002473498233
2016-09-29,0.008969762929,-0.013773485799,-0.037702607470,2016-10-14,0.298483013678,-0.026659149314,-0.003171247357,2016-11-04,0.331417163464,0.284836456837,-0.069767441860,2016-12-30,0.010000000000,-0.100000000000,-0.001083788026,-0.001410437236
2016-09-30,0.006398774166,-0.013420772349,-0.002565042140,2016-10-17,0.245486350695,-0.027773604390,0.028215463540,2016-11-07,0.323014985989,0.254216929960,-0.034444851594,2017-01-03,0.020000000000,-0.090000000000,-0.003644477112,0.007084661707
2016-10-10,-0.001273237108,-0.017039807136,0.002931476731,2016-10-18,0.178839885202,-0.030182141280,0.017955294980,2016-11-08,0.268434814810,0.217343044424,-0.035544155368,2017-01-04,0.000000000000,-0.110000000000,-0.002527947154,-0.027708703375
2016-10-11,0.020268566957,0.047278228739,0.006233956729,2016-10-19,0.185457847835,0.031166546598,0.021635496883,2016-11-09,0.310872564492,0.274166291934,-0.031903190319,2017-01-05,0.000000000000,-0.120000000000,0.004666537041,-0.031903580291
2016-10-12,0.038148541094,0.071407937317,0.011371973588,2016-10-20,0.185938497937,0.049131680319,0.026779163610,2016-11-10,0.322319577972,0.283948360295,-0.032648569332,2017-01-06,0.130000000000,0.000000000000,0.004585536339,-0.044195019291
2016-10-13,0.040640098485,0.088540740130,0.008421823508,2016-10-21,0.206064275373,0.063732785523,0.017575979495,2016-11-11,0.329331780949,0.210672801764,-0.034053460271,2017-01-09,0.150000000000,0.020000000000,0.005051071111,-0.041374474053
2016-10-14,0.068667373969,0.103657448318,0.012490815577,2016-10-24,0.238797287145,0.074141389749,-0.017266715650,2016-11-14,0.361192290893,0.213789785247,-0.024246877296,2017-01-10,0.120000000000,0.060000000000,0.008807886497,-0.057765479073
2016-10-17,0.079041339045,0.108788589237,0.009134088418,2016-10-25,0.281647628532,0.074896098204,-0.009134088418,2016-11-15,0.370910469123,0.204473931131,-0.026306174644,2017-01-11,0.130000000000,0.100000000000,0.010099988007,-0.053651782624
2016-10-18,0.075738794694,0.059291567376,0.014577259475,2016-10-26,0.346596387212,0.093175912938,-0.010568513120,2016-11-16,0.405581011022,0.214744954968,-0.028790087464,2017-01-12,0.090000000000,0.000000000000,0.010035179641,-0.045961002786
2016-10-19,0.063694293522,0.044432461144,0.004715270221,2016-10-27,0.222410014269,0.100410472693,-0.012694958288,2016-11-17,0.399742316646,0.193418966540,-0.035908596300,2017-01-13,0.090000000000,-0.080000000000,0.007151993680,-0.039270687237
2016-10-20,0.073224340259,0.032012412346,0.008714596950,2016-10-28,0.232688642505,0.104812074351,-0.019607843137,2016-11-18,0.424360449390,0.180700502313,-0.031590413943,2017-01-16,0.080000000000,-0.090000000000,0.008089486958,-0.033601680084
2016-10-21,0.045216581476,0.021569957659,0.011248185776,2016-10-31,0.164369107622,0.109651236770,-0.021770682148,2016-11-21,0.404541309317,0.164368874098,-0.025761973875,2017-01-17,0.080000000000,-0.160000000000,0.008795856905,-0.032360182905
2016-10-24,0.036625723309,0.019819931613,0.011223750905,2016-11-01,0.155385899125,0.108818792751,-0.015206372194,2016-11-22,0.402942331810,0.161196814863,-0.023533671253,2017-01-18,0.070000000000,-0.140000000000,0.015452421092,-0.023354564756
2016-10-25,0.010387815631,0.005220894847,0.012212643678,2016-11-02,0.149724257825,0.106076896933,-0.024784482759,2016-11-23,0.399744376796,0.151137297737,-0.041307471264,2017-01-19,0.110000000000,-0.090000000000,0.017414823527,-0.021547156482
2016-10-26,0.010363891588,0.008943531989,0.022743682310,2016-11-03,0.141853262994,0.114253131550,-0.030324909747,2016-11-24,0.402942331810,0.157030997060,-0.037184115523,2017-01-20,0.070000000000,-0.130000000000,0.013961614726,-0.019379844961
2016-10-27,-0.004548557558,0.011466317511,0.018358531317,2016-11-04,0.121732496896,0.120618293115,-0.038516918647,2016-11-25,0.397509790075,0.158415600702,-0.033117350612,2017-01-23,0.080000000000,-0.070000000000,0.017419235839,-0.030430220357
2016-10-28,0.002276867895,0.011100203954,0.006817366344,2016-11-07,0.126695728477,0.124678975125,-0.035880875493,2016-11-28,0.398792711997,0.155381065514,-0.036957301758,2017-01-24,0.130000000000,0.050000000000,0.016970712800,-0.030398322851
2016-10-31,0.003419194369,0.014726943160,-0.005370569280,2016-11-08,0.120957525234,0.127865639376,-0.040458288579,2016-11-29,0.370485870945,0.152135322039,-0.046544933763,2017-01-25,0.130000000000,0.080000000000,0.015483567703,-0.026196297590
2016-11-01,0.006854012205,0.051213073441,-0.011355571327,2016-11-09,0.116544260005,0.172275938911,-0.054648687012,2016-11-30,0.359346267400,0.180544688812,-0.061391057488,2017-01-26,0.110000000000,0.060000000000,0.014069429233,-0.020643806858
2016-11-02,-0.001139731456,0.078460628816,-0.012001411931,2016-11-10,0.114445623281,0.217604869589,-0.073420402400,2016-12-01,0.351634974108,0.211705411583,-0.054712319096,2017-02-03,0.110000000000,0.070000000000,0.013403373697,-0.004582305252
2016-11-03,-0.001142335368,0.085917460051,-0.017674089784,2016-11-11,0.110490267755,0.233893991921,-0.065747613998,2016-12-02,0.348550456791,0.219671642495,-0.047013078826,2017-02-06,0.110000000000,0.100000000000,0.012884881589,-0.003177966102
2016-11-04,-0.048841454203,0.084246842772,-0.046685673557,2016-11-14,0.064852519859,0.236017943349,-0.059158945118,2016-12-05,0.289498146750,0.215026846262,-0.033499643621,2017-02-07,0.140000000000,0.120000000000,0.015077305772,-0.013717903623
2016-11-07,-0.065879170786,0.078038233024,-0.023758099352,2016-11-15,0.048444691673,0.236959838037,-0.052555795536,2016-12-06,0.266399890360,0.208262890166,-0.018718502520,2017-02-08,0.110000000000,0.110000000000,0.014629282388,0.020094994520
2016-11-08,-0.099841199547,0.037802465686,-0.025484565686,2016-11-16,-0.014899435022,0.161669197812,-0.058506819813,2016-12-07,0.221743261340,0.200421682968,-0.017229002154,2017-02-09,0.120000000000,0.120000000000,0.011411174465,0.024533138045
2016-11-09,-0.135782799248,-0.000111072409,-0.027509824937,2016-11-17,-0.072268525342,0.136326869420,-0.057520543051,2016-12-08,0.166307446005,0.194370912240,-0.032154340836,2017-02-10,0.150000000000,0.020000000000,0.010269061295,0.051376146789
2016-11-10,-0.161253492396,-0.014065723853,-0.028427491904,2016-11-18,-0.104954887704,0.117586448461,-0.049298308744,2016-12-09,0.127613841541,0.188813345884,-0.019431450162,2017-02-13,0.250000000000,0.100000000000,0.016147618375,0.028895391368
2016-11-11,-0.048961089468,-0.015848321002,0.007850467290,2016-11-21,-0.052356041709,0.102179970852,-0.013084112150,2016-12-12,0.228254281439,0.180770555289,0.014205607477,2017-02-14,0.270000000000,0.150000000000,0.014669955699,0.016519823789
2016-11-14,-0.032830752606,-0.016552388973,0.002949852507,2016-11-22,-0.060255222218,0.097129975418,-0.028761061947,2016-12-13,0.209917964668,0.170933747604,0.000000000000,2017-02-15,0.270000000000,0.140000000000,0.012556812490,-0.018653986832
2016-11-15,0.025207976308,-0.016607367294,0.000000000000,2016-11-23,-0.061172692049,0.078434838861,-0.029097605893,2016-12-14,0.237298568755,0.160132996593,0.004419889503,2017-02-16,0.400000000000,0.310000000000,0.015883273171,-0.011313868613
2016-11-16,0.092421482449,-0.016662712050,-0.013225569434,2016-11-24,-0.047213283899,0.069856236349,-0.036737692873,2016-12-15,0.254777198856,0.151102659303,0.004408523145,2017-02-17,0.410000000000,0.320000000000,0.019249176110,-0.006569343066
2016-11-17,0.250886397094,-0.017832988711,-0.010740740741,2016-11-25,0.043211296798,0.063607887668,-0.035925925926,2016-12-16,0.389158282434,0.141744068775,0.011111111111,2017-02-20,0.390000000000,0.310000000000,0.022166990637,-0.016298442593
2016-11-18,0.174535482394,-0.019011117702,-0.003338278932,2016-11-28,0.064890735007,0.058396725150,-0.030415430267,2016-12-19,0.453839215542,0.135972741221,0.012611275964,2017-02-21,0.420000000000,0.340000000000,0.023049855545,-0.023264267539
2016-11-21,0.196127816666,-0.020197178320,-0.014705882353,2016-11-29,0.084340127779,0.054079266685,-0.039705882353,2016-12-20,0.504427843363,0.131672121901,0.006985294118,2017-02-22,0.440000000000,0.370000000000,0.020219297177,-0.018478260870
2016-11-22,0.208999348004,-0.021391250933,-0.018784530387,2016-11-30,0.123372219699,0.049884432385,-0.049355432781,2016-12-21,0.605813523739,0.128682313882,0.008839779006,2017-02-23,0.420000000000,0.310000000000,0.018020568395,-0.019855595668
2016-11-23,0.193376921028,-0.022480449916,-0.022710349963,2016-12-01,0.125370460212,0.036535101968,-0.036113179449,2016-12-22,0.625617728909,0.126543782066,0.028667163068,2017-02-24,0.410000000000,0.340000000000,0.020301687909,-0.023715415020
2016-11-24,0.102463520988,-0.020539855490,-0.010482965182,2016-12-02,0.155357609991,0.029951781212,-0.032572070386,2016-12-23,0.678951238906,0.126760151517,0.041183077499,2017-02-27,0.440000000000,0.360000000000,0.024901800388,-0.031746031746
2016-11-25,0.093008371823,-0.019835533786,-0.017491626349,2016-12-05,0.161290383648,0.026013897626,-0.037588388537,2016-12-26,0.711416533543,0.125390438076,0.032378116859,2017-02-28,0.440000000000,0.310000000000,0.022268412920,-0.040720720721
2016-11-28,0.100903966402,-0.019926396016,-0.017910447761,2016-12-06,0.189686577952,0.018082029603,-0.032835820896,2016-12-27,0.783112463462,0.123389763585,0.026865671642,2017-03-01,0.470000000000,0.340000000000,0.023940743711,-0.039454806313
2016-11-29,0.068130997265,-0.020018094517,-0.015390390390,2016-12-07,0.191740485493,-0.021256705629,-0.024774774775,2016-12-28,0.797399496577,0.118873483936,0.037162162162,2017-03-02,0.470000000000,0.360000000000,0.021899102568,-0.047516970347
2016-11-30,0.047599773006,-0.020223881839,0.004952380952,2016-12-08,0.180283044380,-0.058313014487,-0.004952380952,2016-12-29,0.722851833695,0.115964753033,0.042285714286,2017-03-03,0.440000000000,0.330000000000,0.020624949250,-0.060906515581
2016-12-01,0.023729491704,-0.022360903594,-0.000378357927,2016-12-09,0.184126328197,-0.072746165552,-0.001135073780,2016-12-30,0.707454214740,0.113631324553,0.037835792660,2017-03-06,0.430000000000,0.320000000000,0.022088101236,-0.064824654623
2016-12-02,0.021518003886,-0.023260855609,0.000000000000,2016-12-12,0.247193793167,-0.075719755901,-0.001893939394,2017-01-03,0.654102340884,0.110697651781,0.035227272727,2017-03-07,0.480000000000,0.340000000000,0.016269193557,-0.059201141227
2016-12-05,0.013366435417,-0.023369574870,0.000759878419,2016-12-13,0.290612958258,-0.077685878914,0.000000000000,2017-01-04,0.595131046554,0.106431761356,0.032674772036,2017-03-08,0.490000000000,0.380000000000,0.014800813653,-0.058381088825
2016-12-06,0.015232297294,-0.023479315193,0.004956157072,2016-12-14,0.344088876602,-0.079051068319,0.006481128479,2017-01-05,0.569620532637,0.103181162780,0.033168128098,2017-03-09,0.450000000000,0.330000000000,0.010009935603,-0.061472480343
2016-12-07,0.046403727250,-0.023590091029,-0.006065200910,2016-12-15,0.429099739944,-0.080425356826,-0.000379075057,2017-01-06,0.572341938961,0.096276904561,0.021607278241,2017-03-10,0.440000000000,0.290000000000,0.013231735571,-0.085165794066
2016-12-08,0.044427288786,-0.023701917106,-0.014761544285,2016-12-16,0.474502533634,-0.081808835711,-0.001514004542,2017-01-09,0.591698847855,0.091557910179,0.022710068130,2017-03-13,0.420000000000,0.170000000000,0.009016615331,-0.060078208319
2016-12-09,0.041171977905,-0.023814808429,-0.009848484848,2016-12-19,0.365394427170,-0.083201597471,0.006060606061,2017-01-10,0.602889447174,0.085394993550,0.025000000000,2017-03-14,0.450000000000,0.180000000000,0.011536429327,-0.045503791983
2016-12-12,0.033917478148,-0.023091272982,-0.008352315869,2016-12-20,0.379683337391,-0.083818290026,0.011769172361,2017-01-11,0.661720503594,0.080453759202,0.028094153379,2017-03-15,0.510000000000,0.240000000000,0.015172689745,-0.019754006709
2016-12-13,0.043135797429,-0.022601217388,-0.020864946889,2016-12-21,0.367592970901,-0.084664319484,0.011001517451,2017-01-12,0.728940383867,0.079106615543,0.042488619120,2017-03-16,0.510000000000,0.110000000000,0.010336727846,-0.028423772610
2016-12-14,0.034183306905,-0.022227226033,-0.012585812357,2016-12-22,0.352912880877,-0.085629050435,0.013729977117,2017-01-13,0.575732252127,0.076471552051,0.048054919908,2017-03-17,0.530000000000,0.120000000000,0.006875441899,-0.026451138868
2016-12-15,0.051784739469,-0.022335149602,-0.007299270073,2016-12-23,0.239808240611,-0.086017737357,0.024587014983,2017-01-16,0.594337255554,0.074008525782,0.059930849020,2017-03-20,0.600000000000,0.210000000000,0.005437898933,-0.037187039764
2016-12-16,0.041383128374,-0.021590273691,-0.010711553175,2016-12-26,0.210605163782,-0.085611987776,0.027161438409,2017-01-17,0.501060666782,0.073904130277,0.057383320581,2017-03-21,0.700000000000,0.280000000000,0.003978957506,-0.031633792333
2016-12-19,0.022781125928,-0.022534835917,-0.007656967841,2016-12-27,0.179735190153,-0.086004157517,0.032542113323,2017-01-18,0.478009164257,0.068262711320,0.059724349158,2017-03-22,0.740000000000,0.300000000000,0.008560688156,-0.034699150978
2016-12-20,-0.022473936975,-0.023246843595,0.006586594343,2016-12-28,0.105755577844,-0.086399936678,0.034095311895,2017-01-19,0.428158842553,0.060920736778,0.074777218133,2017-03-23,0.680000000000,0.260000000000,0.004066930554,-0.041988950276
2016-12-21,-0.033053431318,-0.023844422678,0.008883738895,2016-12-29,0.096212307141,-0.086904909388,0.030127462341,2017-01-20,0.408641509909,0.054590573369,0.070297412128,2017-03-24,0.670000000000,0.260000000000,0.003760975539,-0.044902465955
2016-12-22,-0.077369461746,-0.022348765901,0.021671826625,2016-12-30,0.037571695199,-0.087705720313,0.039473684211,2017-01-23,0.344695175421,0.052954372587,0.082043343653,2017-03-27,0.640000000000,0.200000000000,-0.003196905200,-0.039865871833
2016-12-23,-0.081243400813,-0.020196640476,0.018948182521,2017-01-03,0.017605639543,-0.085948861474,0.037896365043,2017-01-24,0.331456501773,0.054756751185,0.081593194122,2017-03-28,0.600000000000,0.160000000000,0.000398023558,-0.029676934636
2016-12-26,-0.059693531627,-0.020297862359,0.015432098765,2017-01-04,0.007637963095,-0.086350579145,0.027391975309,2017-01-25,0.343774019088,0.049106845763,0.073688271605,2017-03-29,0.580000000000,0.110000000000,0.001588006591,-0.032113517550
2016-12-27,-0.033106502700,-0.006296328384,0.016166281755,2017-01-05,0.000952018581,-0.073607653130,0.018090839107,2017-01-26,0.331897783928,0.062902942511,0.071978444958,2017-03-30,0.580000000000,0.110000000000,0.004439006078,-0.026631657914
2016-12-28,-0.012934224234,0.005062563155,0.009571209801,2017-01-06,0.032869306802,-0.063339394414,0.025267993874,2017-02-03,0.358596286282,0.073977541122,0.059341500766,2017-03-31,0.580000000000,0.140000000000,0.006654081773,-0.018476621418
2016-12-29,0.027634847734,0.016128753682,-0.000757575758,2017-01-09,0.041529856909,-0.051788688876,0.021212121212,2017-02-06,0.369570895593,0.084879790691,0.054545454545,2017-04-05,0.560000000000,0.130000000000,0.007667844778,-0.009090909091
2016-12-30,0.038446763567,0.016414018029,0.007969639469,2017-01-10,0.034469562897,-0.048820357279,0.029222011385,2017-02-07,0.373855702719,0.086653273725,0.059203036053,2017-04-06,0.550000000000,0.070000000000,0.012211500307,-0.000758150114
2017-01-03,0.038847842476,0.027112970026,0.012537993921,2017-01-11,0.032975325977,-0.039123555778,0.035714285714,2017-02-08,0.397756415841,0.096230809802,0.067249240122,2017-04-07,0.500000000000,0.010000000000,0.014827226685,-0.001141118296
2017-01-04,0.040897863451,0.014953487052,0.009469696970,2017-01-12,0.026256572348,-0.037147745601,0.037121212121,2017-02-09,0.358828060106,0.030095936586,0.060227272727,2017-04-10,0.470000000000,0.020000000000,0.014252184754,0.004569687738
2017-01-05,-0.002807937978,0.003903723598,0.007963594994,2017-01-13,-0.015705843713,-0.036964843293,0.027303754266,2017-02-10,0.304997674750,0.006311429140,0.065225635192,2017-04-11,0.470000000000,0.030000000000,-0.003233885017,0.005723006486
2017-01-06,-0.036164699606,-0.008623775424,0.010993176649,2017-01-16,-0.038838554602,-0.037144324881,0.032979529947,2017-02-13,0.268489247616,-0.011957943911,0.081501137225,2017-04-12,0.420000000000,0.000000000000,-0.015785268147,-0.004160363086
2017-01-09,-0.065716421608,-0.012017822431,0.010918674699,2017-01-17,-0.071730755849,-0.037325557907,0.021460843373,2017-02-14,0.201094796563,-0.027239775101,0.076807228916,2017-04-13,0.460000000000,0.010000000000,-0.008837245644,0.000756715853
