Dataset,Symbol,Rows,FirstDate,LastDate,ContentSha256,AvailabilityRule,MinClose
index.domestic_daily,SC.NH,1645,2018-03-26,2024-12-31,5f678d2a435bf3d1cc5025c6049c43da5c272c9725d878a0db0daf9971791ec3,current session after market close,357.679
