ExecutionDate,OracleNewState,LeadSessions,SignalDate,price_return_20d,price_return_20d_Trailing252Percentile,gold_sge_return_20d,gold_sge_return_20d_Trailing252Percentile,currency_usdcnh_return_20d,currency_usdcnh_return_20d_Trailing252Percentile,rate_us_real_10y_change_20d,rate_us_real_10y_change_20d_Trailing252Percentile
2015-08-04,1,1,2015-08-03,-0.060515021459,0.077380952381,-0.072293279719,0.025793650794,0.002122176137,0.708333333333,-0.030000000000,0.406746031746
2015-08-04,1,21,2015-07-06,-0.016047297297,0.386904761905,-0.009197253539,0.498015873016,0.000560052540,0.621031746032,-0.010000000000,0.476190476190
2020-08-07,0,1,2020-08-06,0.100910470410,0.958333333333,0.100653496582,0.966269841270,-0.009921875390,0.164682539683,-0.300000000000,0.097222222222
2020-08-07,0,21,2020-07-09,0.045478582760,0.736111111111,0.039482588101,0.692460317460,-0.008621457315,0.168650793651,-0.350000000000,0.059523809524
2021-03-05,1,1,2021-03-04,-0.065674022866,0.045634920635,-0.060484184852,0.049603174603,-0.002874009991,0.700396825397,0.300000000000,0.974206349206
2021-03-05,1,21,2021-01-28,-0.018528183716,0.271825396825,-0.013489991297,0.299603174603,-0.003305616479,0.676587301587,-0.020000000000,0.591269841270
2024-10-31,0,1,2024-10-30,0.069686411150,0.898809523810,0.063344594595,0.863095238095,0.013151056571,0.990079365079,0.430000000000,0.966269841270
2024-10-31,0,21,2024-09-25,0.036475261827,0.811507936508,0.035725532734,0.799603174603,-0.011678611580,0.172619047619,-0.130000000000,0.323412698413
