Date,PeerFlow60,OwnFlow60,PriorPrice60,FlowWindowPrice60,PreFlowPrice60,SurgeThreshold,Rally,Event,Forward20,ExitDate20,Forward60,ExitDate60,rate_us_real_10y_level,rate_us_real_10y_change_20d,currency_usdcnh_return_20d,price_return_20d
2015-10-14,0.076336363463,0.107115474240,0.037662337662,0.026075619296,-0.028293918919,0.278747263341,True,False,-0.069151138716,2015-11-12,-0.029813664596,2016-01-08,0.540000000000,-0.130000000000,-0.017482029991,0.036316472114
2015-10-15,0.057252272597,0.106234444242,0.042442615851,0.037662337662,-0.031852472758,0.278747263341,True,False,-0.069496462755,2015-11-13,-0.024136496047,2016-01-11,0.500000000000,-0.150000000000,-0.019724440802,0.052930883640
2015-10-16,0.038168181731,0.105336540671,0.041179020373,0.042442615851,-0.035908141962,0.278747263341,True,False,-0.062500000000,2015-11-16,-0.033750000000,2016-01-12,0.540000000000,-0.100000000000,-0.005761703460,0.050284215129
2015-10-19,0.019084090866,0.102289746321,0.043062200957,0.041179020373,-0.045510964005,0.278747263341,True,False,-0.062761506276,2015-11-17,-0.038075313808,2016-01-13,0.560000000000,-0.050000000000,-0.006934026112,0.050832602980
2015-10-20,0.019084090866,0.099195543592,0.040887342323,0.043062200957,-0.041684035015,0.278747263341,True,False,-0.080833333333,2015-11-18,-0.038333333333,2016-01-14,0.590000000000,-0.030000000000,-0.002315194390,0.049561403509
2015-10-21,0.019084090866,0.093908470544,0.069549710210,0.040887342323,-0.046453753629,0.278747263341,True,False,-0.068429890848,2015-11-19,-0.036943744752,2016-01-15,0.600000000000,-0.120000000000,-0.006298716391,0.053579270971
2015-10-22,0.019084090866,0.043385093636,0.073225516622,0.069549710210,-0.061506276151,0.278747263341,True,False,-0.066136458769,2015-11-20,-0.030556718292,2016-01-18,0.590000000000,-0.140000000000,-0.005501553191,0.036442516269
2015-10-23,0.000000000000,-0.007257736747,0.090290381125,0.073225516622,-0.072113380575,0.278747263341,True,False,-0.072294191392,2015-11-23,-0.037609694944,2016-01-19,0.570000000000,-0.060000000000,-0.001994454900,0.036669542709
2015-10-26,0.000000000000,-0.065614985081,0.080579447714,0.090290381125,-0.072390572391,0.278747263341,True,False,-0.072567114094,2015-11-24,-0.029781879195,2016-01-20,0.580000000000,0.000000000000,0.001264237348,0.017043033660
2015-10-27,0.000000000000,-0.077434542000,0.095150960659,0.080579447714,-0.078815679733,0.265680985372,True,False,-0.069874476987,2015-11-25,-0.023430962343,2016-01-21,0.590000000000,-0.070000000000,-0.001489411581,0.026146592370
2015-10-28,0.000000000000,-0.106465092758,0.087211929507,0.095150960659,-0.093322272916,0.261325559382,True,False,-0.073670992047,2015-11-26,-0.024277940561,2016-01-22,0.570000000000,-0.060000000000,-0.003558768777,0.034393809114
2015-10-29,0.000000000000,-0.096644760521,0.087591240876,0.087211929507,-0.081361560814,0.261325559382,True,False,-0.060618906316,2015-11-27,-0.011445527766,2016-01-25,0.630000000000,-0.010000000000,-0.007416438867,0.017064846416
2015-10-30,-0.018726708656,-0.062275303971,0.070095584888,0.087591240876,-0.080922431866,0.261325559382,True,False,-0.066866695242,2015-11-30,0.007286755251,2016-01-26,0.670000000000,0.030000000000,-0.010674853318,-0.003391267486
2015-11-02,-0.037453417312,-0.010201722051,0.073394495413,0.070095584888,-0.077278454431,0.261325559382,True,False,-0.059528907923,2015-12-01,0.019271948608,2016-01-27,0.630000000000,-0.080000000000,-0.011889978235,-0.002132196162
2015-11-03,-0.056180125968,0.022255091280,0.073834794647,0.073394495413,-0.085186739404,0.261325559382,True,False,-0.038194444444,2015-12-02,0.030815972222,2016-01-28,0.650000000000,-0.060000000000,-0.001730076595,0.005617977528
2015-11-04,-0.056180125968,0.062269085475,0.051164915487,0.073834794647,-0.081000848176,0.261325559382,True,False,-0.050218340611,2015-12-03,0.029257641921,2016-01-29,0.650000000000,-0.010000000000,0.000092211298,-0.005617977528
2015-11-05,-0.056180125968,0.183522798775,0.046330275229,0.051164915487,-0.075981426762,0.261325559382,True,False,-0.035964912281,2015-12-04,0.038157894737,2016-02-01,0.680000000000,0.030000000000,-0.001493710074,-0.027706734868
2015-11-06,-0.056180125968,0.351505645287,0.048231511254,0.046330275229,-0.082877576777,0.261325559382,True,False,-0.004446420631,2015-12-07,0.066251667408,2016-02-02,0.710000000000,0.170000000000,0.004867910425,-0.028936170213
2015-11-09,0.000000000000,0.501663881629,0.033532384015,0.048231511254,-0.083754208754,0.261325559382,True,False,-0.011111111111,2015-12-08,0.061333333333,2016-02-03,0.750000000000,0.170000000000,0.008340754612,-0.052631578947
2015-11-10,0.018726708656,0.570004459341,0.028806584362,0.033532384015,-0.086828859060,0.261325559382,True,False,-0.008448199200,2015-12-09,0.073810582481,2016-02-04,0.760000000000,0.180000000000,0.010746311145,-0.047013977128
2015-11-11,0.037453417312,0.618553735058,0.024601366743,0.028806584362,-0.096280991736,0.261325559382,True,False,-0.007562277580,2015-12-10,0.089412811388,2016-02-05,0.770000000000,0.230000000000,0.008151552658,-0.061743846475
2015-11-12,0.037453417312,0.697291971543,-0.003553976011,0.024601366743,-0.094845360825,0.261325559382,False,False,-0.006708407871,2015-12-11,0.161896243292,2016-02-15,0.770000000000,0.270000000000,0.008195706305,-0.068134607395
2015-11-13,0.056180125968,0.724272808208,-0.041684572411,-0.003553976011,-0.081973898858,0.261325559382,False,False,-0.006222222222,2015-12-14,0.118666666667,2016-02-16,0.780000000000,0.240000000000,0.006458064313,-0.071606994172
